Time,Tweet_cleaned,URL,Location
2020-05-29 14:30:37,Small gifts add up to make a big difference You can help provide essential supplies to vulnerable senior residents who,Not Available,"Dorchester, Massachusetts"
2020-05-29 14:30:37,you want to help me show God sLove to the homeless in RedBluff Visa Mastercard amp PayPal donation Link on website,https://t.co/hOr7dJa2Qh,"12865 99E Red Bluff, CA 96080"
2020-05-29 14:30:31,If you ve already donated to the MN Bail Fund for the protestors there and you re able to match your donation to the Louisville Community Bail Fund and ask your friends to match or give what they can too,https://t.co/eyC0Zz7wfS,buffalo ny
2020-05-29 14:30:25,wud anyone be interested if i did art comms but for blm donation funds as in you show me proof of donation and draw you smthn,Not Available,Unknown
2020-05-29 14:30:24,matched donation for her birthday if you have any extra and want to celebrate Allison please donate,https://t.co/cFR8V8z8p6,chicago
2020-05-29 14:30:22,If you have the financial freedom please consider making a donation to the Minnesota Freedom Fund to aid the,Not Available,Unknown
2020-05-29 14:30:16,Hello all This announcement comes a bit late but we made the donation to the Trevor Project of None of this,Not Available,Unknown
2020-05-29 14:30:09,if u have any donation petition links plssss send me i wanna do the most on my part as a white person #blacklivesmatter,Not Available,Instagram - bella_lagares 
2020-05-29 14:30:07,A BIG SHOUTOUT to for their donation to our United For All Fund Your donation is helping local families that have been financially affected by #Covid_19. Donate today to our United For All Fund #SouthStateBankCares,https://t.co/ysexM1CAyV,"Spartanburg, SC"
2020-05-29 14:29:59,if you have the money for merch you have the money to donate people s lives are in danger and any donation could make a difference,Not Available,tete's bread cheekies 
2020-05-29 14:29:58,if you can please donate to if you match my USD CAD donation i ll draw you,https://t.co/v9oEm0adsT,Scarborough 
2020-05-29 14:29:56,exist ice Hears something dropped in donation box Quickly comes to it open it i is that a coin She grabbed it Wait it feels weird She noticed that it s a coin but material that is it wrapped and inside it is chocolate shaped like a coin Grrrr W Who did this,Not Available,"Hakurei Shrine, Gensokyo"
2020-05-29 14:29:52,The waves of transformative justice and healing can be felt all the way from Minneapolis to Louisville I don t have the pleasure of knowing you but here I match your donation for,https://t.co/Xbm2vMuhJe,"Cambridge, MA—Ciudad de México"
2020-05-29 14:29:50,Matched Those who are privileged enough to be working during the Covid pandemic please consider matching this,Not Available,NJ
2020-05-29 14:29:46,ok now how about some links some resources some donation page,Not Available,somewhere with tori
2020-05-29 14:29:45,ChristineVick Thank you for asking You can always make a donation of any size to,Not Available,Los Angeles
2020-05-29 14:29:39,Amazing effort from to help Wareham fire fighters please RT,https://t.co/cQksTW6kxV,"England, United Kingdom"
2020-05-29 14:29:32,Today is the final donation day until pm for They ve been raising LOTS of money for great Omaha area children s charities If you have some cash to spare please consider donating to the staches of and or,https://t.co/X0Gv6qpXLS,Omaha
2020-05-29 14:29:28,illumiwookie Thank you for asking You can always make a donation of any size to,Not Available,Los Angeles
2020-05-29 14:29:17,Can you guys please reply me with all the donation links you know about #BlackLivesMater',Not Available,Unknown
2020-05-29 14:29:16,can someone please link me a donation fund for a BLM movement,Not Available,"she/her, they/them"
2020-05-29 14:29:14,Please match my donation or donate more if you can Obviously it isn t much but the least anyone can do rn Link below,https://t.co/inL6o2Zmra,she/her
2020-05-29 14:29:04,Today s #COVIDkindness is making a donation to an animal shelter in honour of this cutie Mia who is a rescue and now living happily with my mom,https://t.co/cSAAINe6Rp,"Ottawa, Canada"
2020-05-29 14:28:37,Thank you for your donation #blackringmafia #womensupportingwomen Hey PEARL Girls Sponsorship Levels for Menstruators in Need #homelesswomen #femininehygiene PLEASE SUPPORT amp INDICATE,https://t.co/SlWTrmPRNY,United States
2020-05-29 14:28:36,If you have the financial freedom please consider making a donation to the Minnesota Freedom Fund to aid the protesters Any amount is a great help and this is how you can help make changes in that fucked up system #blm,https://t.co/RTGJKWJlDo,He/Him | Pan-Male Leaning
2020-05-29 14:28:33,Eddie amp Shari Thank you Help or Please consider helping with a small donation during these difficult times for all of us Even donations feeds one horse for a whole week,https://t.co/3rOTCdca3z,"410-750;U.S.395 North, Doyle,"
2020-05-29 14:28:25,Donation matched Louisville friends this is our city support our neighbors Match my donation or give what you can,https://t.co/HmyTRuKDKz,Baikonur Cosmodrome
2020-05-29 14:28:23,Will you match my donation or send do what you can to support,https://t.co/MPJ1sIVezC,"Minnesota, USA"
2020-05-29 14:28:17,Donation matched if able to donate please do,https://t.co/7pHZUadVYe,probably asleep • SYD
2020-05-29 14:28:11,If you can support the Minnesota Freedom Fund with a donation #GeorgeFloyd,https://t.co/beTnjXO4IB,Unknown
2020-05-29 14:27:59,Up for donation on my team page today for the unity walk Come check out the fundraiser amazing and join my team this piece of fanart is for the first person to donate today to our,https://t.co/uMQ53lnhs0,Unknown
2020-05-29 14:27:49,signed up to sponsor Spiked with a monthly donation Such a good account to follow Such a smack in the mouth,Not Available,Unknown
2020-05-29 14:27:29,TO ENTER a minimum donation of p for my fundraising page for St John Ambulance LINK BELOW Please post your proof below,Not Available,Unknown
2020-05-29 14:27:28,Only a few days left to enter our May Community Spotlight raffle for a chance to win a GC to Walgreen s A big thank you to Around The Clock In Home Care Referrals for their generous donation and for being our May Spotlight,https://t.co/ATsEXPbldM,"Delhi, NY"
2020-05-29 14:27:22,starts a donation chain quote this with a match or quote this with what you could donate Every little bit adds up to what could be the difference of one persons life,https://t.co/Oeo539DnIk,She/her. 21.
2020-05-29 14:27:10,Good evening Join me in supporting Golden Hour Festival Fund on Pledgeling via,https://t.co/jHw9DEdWLI,Indonesia
2020-05-29 14:27:08,"The support that we have received this month has proved that together we can prevent the virus from widening the #achievementgap! Did you know that a donation of gives a family an entire pack of books Support a child s #learning today at #literacy""",https://t.co/oFvTgJTvT0.,"Philadelphia, PA"
2020-05-29 14:27:05,See a donation make a donation Even if you spare much every bit helps,https://t.co/huGTAjqwI4,"Harrisonburg, VA"
2020-05-29 14:27:01,I THINK THAT IS ALL THANK YOU SO MUCH EVERY PRIVATE DONATION TO MY VENMO OR CASHAPP OR GODFUNDME IS ACKNOWLEDGED OF PROCEEDS GO DIRECTLY TO REYNA,Not Available,559 CA
2020-05-29 14:27:00,The Hope and Healing Appeal aims to raise to support children whose loved one has died Your donation will fund counselling and art therapy groups to help children cope with their grief and be reassured they are not alone #HopeandHealing #Donate,https://t.co/tkPos7Gymh,Birmingham
2020-05-29 14:26:53,I plan to donate later today and use my matching policy If you want to help but yours have one or the min amount doable for you message me and we can go in on a donation together to make a bigger overall impact No amount is too small,Not Available,"San Francisco, CA"
2020-05-29 14:26:45,Every donation makes a difference Whether you can spare or Hampers for Heroes needs you Please donate via our #GoFundMe page thank you #ThankYouNHS #ThankYouKeyWorkers,https://t.co/QsADCfaPRv,Unknown
2020-05-29 14:26:41,if you already here is a carrd full of petitions donation links and numbers to text #blacklivesmater,https://t.co/NgNd1x361i,vhope world
2020-05-29 14:26:33,Cuomo Signs Legislation Granting Immunity to Nursing Home Execs After Large Campaign Donation,https://t.co/bRgZKrgBjN,Unknown
2020-05-29 14:26:25,Who wants to match or raise my donation to,https://t.co/RwWlE686nL,Unknown
2020-05-29 14:26:18,I scheduled a Red Cross blood donation Join me to help save lives Kentwood Heights Baptist Church GO to to schedule a time near you,https://t.co/MWmyYRA4Cl,Virginia
2020-05-29 14:26:17,Anyone want to match my donation for our friends in Minnesota also be donating to the Louisville Community Bail Fund next week,https://t.co/kd2RBEuaVX,$paradiseflowens
2020-05-29 14:25:55,not the biggest donation but still #BlackLivesMatter #JusticeForGeorgeFloyd donate here,https://t.co/pUu3phADc0,Unknown
2020-05-29 14:25:54,A simple way for someone who has benefited from the system in place to help is to give money BACK is just one of many organizations to donate to I matched my donation can you match mine Can you give Disrupt the systems that perpetuate violence,https://t.co/aCeJWxfrvb,"Brooklyn, NY"
2020-05-29 14:25:53,Petitions Signed Membership Renewed Letters Sent Donation to the CCFR Legal Fund Educating as many,Not Available,Unknown
2020-05-29 14:25:42,matched if someone could match me that would be great but any donation helps,https://t.co/0uapdRQ5,Unknown
2020-05-29 14:25:26,if able please donate to the minneapolis freedom fund to help free the protesters on the frontlines will,Not Available,im on a cloud
2020-05-29 14:25:21,DM me if interested Wait for me to accept the request Send the receipt of your donation to one of,Not Available,minor.hobi be my penpal 
2020-05-29 14:25:15,other ways to help with the relief initiatives can be found here thanks to ate for the link,https://t.co/FK59MlDde1,🇵🇭 in 🇺🇸
2020-05-29 14:25:11,BATH A limited edition small papercut by Caroline Rees one of our rewards for a donation to our Crowdfunder campaign #rostragallery #modernartgallery #crowdfunder #supportrostragallery #cityofbath #crowdfunderrewards,https://t.co/mqjasHNUCj,Unknown
2020-05-29 14:25:08,I wanna help but currently have any money so doing sketch commissions to raise funds for the,https://t.co/mtFy9iZbG,Unknown
2020-05-29 14:25:05,help me keep the donation train rolling every penny counts #BlackLivesMatter,https://t.co/MLrYJG07vE,"South West, England"
2020-05-29 14:24:59,I love and Adore Sonu Sood for doing what his Doing Giving money for donation is one things and coming out and helping people is one thing Keep up the Good Work brother,Not Available,India
2020-05-29 14:24:42,doing a flash donation based giveaway RT this tweet AND donate to Minnesota Freedom Fund submit receipt the link in the next tweet in the next hrs and pick three people given to receive signed copies of YOU SHOULD SEE ME IN A CROWN,https://t.co/lBWeNRezAA,NYC via IND.
2020-05-29 14:24:32,A massive thank you to Peter Dutch Colchester Anti Loo Brigade and for this amazing donation of Lush products,https://t.co/J3xhrcAN5g,Essex
2020-05-29 14:24:29,AdoreCherries see who can match or double my donation,https://t.co/eeXLkTDHtT,"Georgia, USA"
2020-05-29 14:24:17,thejoannagraham Opening donation for local zoo and cat shelter during this pandemic Not really big but it means something for me I also adopted Thor,https://t.co/Z6TwmIhSfW,Tatooine
2020-05-29 14:23:57,I just made a donation to the Minnesota Freedom Fund Join me if you are able,https://t.co/78ZgUyOT0Q,Chicago over everything
2020-05-29 14:23:53,also please this should be a NEW donation that you are making when you send me a screenshot I will want to see the date and time for confirmation,Not Available,Unknown
2020-05-29 14:23:50,I will try and match any and all donations to BLM and or Beyond Lennon Walls causes over the weekend DM me your receipt for whatever amount you can spare if I can t match your donation for whatever reason I will write you a word drabble or a poem,Not Available,HMS Chaos
2020-05-29 14:23:44,#Yoga friends Happy hour hip opening TODAY Friday from to pm EST Beverages optional To wind,Not Available,"SF Bay Area, CA"
2020-05-29 14:23:39,You can also take small actions together Make a family donation to Put the phone on speaker and call the,Not Available,Unknown
2020-05-29 14:23:20,DM me if interested Wait for me to accept the request Send the receipt of your donation to one of the following funds receive your drawing I would do it differently but not allowed to make electronic transactions yet so trust you,https://t.co/edkbMFkz5l,"sope world, she/her"
2020-05-29 14:23:12,"Any donation links that you can provide Specifically for the family s victim I haven t seen links on my local twt acc #BlackLivesMatter""",Not Available,Ahn Hyejin | Kim Namjoon
2020-05-29 14:23:05,signed up to sponsor Spiked with a monthly donation Such a good account to follow Such a smack in the mouth for MSM SUCH JOY Follow my example Sign up too No I am not on commission,https://t.co/V5e0rOf0XX,United Kingdom
2020-05-29 14:23:04,DropTheeTop who can match or double my donation anything helps,https://t.co/HmXHl2RoMu,"Georgia, USA"
2020-05-29 14:22:58,Anyone able to do so match my donation or donate what you,https://t.co/zoFduZtGfb,blm • acab
2020-05-29 14:22:49,Your estate attorney will prepare all documents that must be used by the trustee Read the full article Giving Charity,Not Available,Unknown
2020-05-29 14:22:37,it s in Dutch but I matched her donation will you match me #BlackLivesMatter,https://t.co/m9FwawCI9l,"Amsterdam, The Netherlands"
2020-05-29 14:22:32,Has there been any donation links for Tony McDade I do much from where I am but I can donate,Not Available,Bi Bi Bi 
2020-05-29 14:22:15,mmawere Ita a front for a Zim company The US donation is what we call If you want to flourish in this area you will have to tickle a few beards,Not Available,"Ruwa, Zimbabwe."
2020-05-29 14:22:14,see a donation make a donation please do so if you can or share the link,https://t.co/SMd0f,seokjinning in brooklyn
2020-05-29 14:22:07,for every donation to the Minnesota Freedom Fund or to George Gofundme I will send you a nude of your,Not Available,they/il | ♐️ | acab | blm
2020-05-29 14:22:04,Looking for something to do while you wait for the race to start again Drop a donation in our virtual red bucket to,Not Available,"Charlotte, NC"
2020-05-29 14:21:56,just made a donation to louisville bail fund can anyone match,https://t.co/vw7M1V6COE,Unknown
2020-05-29 14:21:40,jackspratsmooth who can match or double my donation,https://t.co/vfx4vb5a78,"Georgia, USA"
2020-05-29 14:21:11,But if reading this I challenge everyone to Go to and match my donation,https://t.co/1mL8j2pKmO,"Atlanta, GA"
2020-05-29 14:21:10,vacuumcleaner Happy birthday And a donation sent,Not Available,London
2020-05-29 14:21:06,Donation matched donate here if you can,https://t.co/o9B6AsxfLe,moominvalley / scotland
2020-05-29 14:21:02,With a donation of just you could win an exclusive and unique virtual hangout with your favorite NFL player courtesy of All proceeds go towards helping families affected by COVID Click the link below for more info and to enter,https://t.co/kKtQ6Mtyu9,Southern New Jersey
2020-05-29 14:20:47,Good list of local orgs to donate to and if you go to website they have direct donation links as well,Not Available,Unknown
2020-05-29 14:20:44,Saving money on your usual #haircut and nail appointment during the #lockdown? Join our trustee Elizabeth Sparrow in,Not Available,"London, England"
2020-05-29 14:20:40,Matched If you believe #BlackLivesMatter and will ALWAYS matter consider making a donation here,https://t.co/w7PffK,Etheria
2020-05-29 14:20:37,Norvina dropped a lil tweet but it would ve been nicer to see her drop a screenshot of her donation to the Minnesota Freedom Fund cuz girl we KNOW you got it,https://t.co/FYSnbH3avI,Planning a vacation
2020-05-29 14:20:33,I just made a donation can someone match it Justice For Regis,https://t.co/eum8PTnskh,Unknown
2020-05-29 14:20:17,VIIIVMCM who can match or double my donation,https://t.co/ujpavc55D7,"Georgia, USA"
2020-05-29 14:20:05,okay well i dont have money on hand to donate but I want to do something I m going to do a donation adopt sale send me a,Not Available,"Seattle, WA"
2020-05-29 14:20:03,donation matched please donate if you can or share if not x,https://t.co/geFbDdQWqA,glasgow  acab
2020-05-29 14:19:59,Lieutenant Colonel Thomson begins the RHA TAB NHS challenge We will be posting all week as members of the regiment build miles day and night All donations would be hugely appreciated Please head to our donation page at,https://t.co/XkQLdwoO6G,"Larkhill, England"
2020-05-29 14:19:58,hey guys this is the linktree i made that you can put on your instagram website section and or facebook website section,Not Available,acab black lives matter
2020-05-29 14:19:42,A little bit of good news to end the week on Discover how even a small donation to our emergency response can bring a smile to a vulnerable and isolating person,https://t.co/k5bwKIfJSm,Central London
2020-05-29 14:19:27,Please keep this chain going match me or donate what you can Also donate to the family of George Floyd Every donation helps stay silent #BlackLivesMatter,https://t.co/2GAJLgn02t,Unknown
2020-05-29 14:19:26,bigmusclejessie Who s going to match my donation to the Minnesota Freedom Fund,https://t.co/kUpzYc77QO,New York City
2020-05-29 14:19:22,Saving money on your usual #haircut and nail appointment during the #lockdown? Join our trustee Elizabeth Sparrow in donating these savings to our #charity and help us make a #difference in the lives of so many #donation #WCITCharity #philanthropy,https://t.co/u52d3zJd6T,"England, United Kingdom"
2020-05-29 14:18:45,come onnn be shyyyy match my donation,https://t.co/wUh7fmk2a6,Unknown
2020-05-29 14:18:34,Open up your purses and donate what you can match my donation,https://t.co/svIU40uB21,"New York, NY"
2020-05-29 14:18:20,will reply w an illustration if u match my donation,https://t.co/xsBYfYMQn6,Unknown
2020-05-29 14:18:16,Thank you for supporting Round Rock ISD with a donation to meet the needs of students during,Not Available,"Round Rock, TX"
2020-05-29 14:18:06,Tomorrow Is Mom s Birthday She s elated that Duke is here to celebrate with It s an unexpected but most wonderful gift He s fighting our th fight against cancer amp we re struggling terribly Pls consider helping him fight by making a small donation,https://t.co/Hwgg3KYcuK,North Carolina 
2020-05-29 14:18:04,Here s something you can do If you can match this donation please But if you can t any amount is still good The more you can donate the more substantial things they can do faster,https://t.co/vyrJ0ReZ2p,"Aurora, IL"
2020-05-29 14:17:58,can someone send me some valid donation places for blm george floyd and would anyone be interested in commissions quick art for donating and just sending proof of donating,Not Available,worm in da brain
2020-05-29 14:17:56,Please consider a donation to the GPFA USA Emergency Relief Fund to prevent the spread of #Coronavirus in #Liberia. We will,Not Available,"New York, USA"
2020-05-29 14:17:18,Every business owner can we make this a challenge each donation helps protestors who are in jail and cannot bond out Whatever you can donate helps try and help our people today,https://t.co/zUmgA7azZH,Chicago raised LA living ✈️
2020-05-29 14:17:09,Match my donation share the Minnesota Freedom Fund #BlackLivesMatter #MinnesotaFreedomFund,https,stream chromatica
2020-05-29 14:16:59,NO GOOD DEED GOES UNNOTICED This was surely the case when Jason Emery with Hypertherm North America stopped by our Emergency Operations Center in Lecanto to make a much needed and very appreciative donation #CCSO,https://t.co/500UuyxoWs,"Citrus County, Florida"
2020-05-29 14:16:54,Matched JT s Donation I urge others to as well,https://t.co/OMY9oRF10Q,"Buffalo, New York"
2020-05-29 14:16:53,not savvy enough to find an existing matching thread but who wants to match my donation,http,3rd planet from the sun.
2020-05-29 14:16:44,DrunkOffPain The donation link accepts donations from overseas,Not Available,"Brasília, Brazil"
2020-05-29 14:16:32,Please match my donation here,https://t.co/NoZvSMGfGA,"Brooklyn, NY"
2020-05-29 14:16:17,CeeMX Did you send a donation I sent to him in December with no donation and I still heard back,Not Available,"Hilliard, OH"
2020-05-29 14:16:13,this carrd has more petitions you could sign numbers to call and text and donation links,https://t.co/xSPrHvbJlE,she/her
2020-05-29 14:16:05,Many need help with bail now Any donation helps It adds up #MinnesotaFreedomFund,https://t.co/7FTWXlerU6,New York City
2020-05-29 14:15:53,Anyone keen to match my donation Together we can help make a difference in the world,https://t.co/bZd9kkzsjt,Unknown
2020-05-29 14:15:46,Im also accepting donations for my surgery Don t need anything drastic but a retweet or like if not,Not Available,Unknown
2020-05-29 14:15:45,If you recently received a check signed by our racist president consider donating what you can to the Minnesota Freedom Fund By giving up a night of takeout or a bottle of wine you can easily match my donation,https://t.co/c6NHqrU1kw,Spain
2020-05-29 14:15:36,today i m donating to the Louisville Community Bail Fund if you match my donation i ll send you a playlist of my favorite songs of all time if you want,https://t.co/p8vVx5swve,Unknown
2020-05-29 14:15:23,see a donation match a donation please if you have the funds make a note to donate to the minnesota freedom fund,https://t.co/sx5Gzd9dJD,central jersey exists
2020-05-29 14:15:20,YUCA s summer art camp begins in June Please give generously so we can make sure our youth the by receive training from some of the best artists in our community Remember that every donation makes a difference regardless of size #yucaarts #supportyuca,https://t.co/8kMJ34Lf8r,3213 B Third Avenue
2020-05-29 14:15:08,One thing you can do make a donation to help bring #JusticeForRegis and her family,https://t.co/34uh7KVfny,GTA
2020-05-29 14:15:07,Till now we are able to collect only INR K from the fundraiser Requesting you all to donate amp help us in this,Not Available,mumbai
2020-05-29 14:15:04,i ll be matching donations today of or less u can either reply or dm me with a screen shot of yr donation amp i will match it TY to everyone who has already donated and to those in Minnesota fighting rn hope to see u NY ppl at foley sq today pm,https://t.co/0UF1tXXUEI,Unknown
2020-05-29 14:15:04,Join Charlotte s #CW in support of the Virtual Aids Walk benefiting RAIN Inc Your donation helps those affected by HIV in our community Visit by May st to contribute #WCCB #Charlotte #CLT WCCB TV s Morgan Fogarty,https://t.co/4JRcixxymP,"Charlotte, NC"
2020-05-29 14:14:57,anthrodiva Do they take a percentage of your donation I would want all the money to go to the cause,Not Available,Unknown
2020-05-29 14:14:32,Read why Italy has been Europe s wild card and why amp how you can help Filitalia International assist with Italy s relieve #italy #italian #italianhelp #help #normalcy #donation #localorganizationwithaglobalmission,https://t.co/YtLcsE6X7N,"Philadelphia, PA"
2020-05-29 14:14:31,if able please donate to the minneapolis freedom fund to help free the protesters on the frontlines will anyone match my donation,https://t.co/w1FZszVt4U,"Los Angeles, CA"
2020-05-29 14:14:19,Doesn t have to match but please join if you can Any bit helps If you can t donate please retweet and spread the,Not Available,Unknown
2020-05-29 14:14:15,Could someone link me to that big list of donation links I ve seen kicking around,Not Available,Most tweets by Grahame. He/Him
2020-05-29 14:14:06,NiallOfficial niall you can use your platform to share petitions and donation links it matters,Not Available,black lives matter 
2020-05-29 14:14:02,iamkunalthakkar dislike donation Dislike now,Not Available,Mumbai
2020-05-29 14:13:58,Every donation no matter how small,Not Available,Global
2020-05-29 14:13:46,MsLeaSalonga omg there was no button ba Take your time please,Not Available,BLEAKo-City
2020-05-29 14:13:20,How about this for Spirit of London raising charity donations using the trend for virtual backgrounds in,Not Available,"Colchester, Essex, UK"
2020-05-29 14:13:02,Aurora the porcupine has been practicing amp is ready to paint for you today on #PhillyZooAt2! Win her painting by donating directly on our Facebook Live post from p m today Your name will be entered to win once for each dollar donated donation entries to win,https://t.co/CLEjajENWY,"Philadelphia, PA"
2020-05-29 14:12:59,dm reply with proof of a new donation to one of the links below or your local bail fund and i ll draw your oc favourite character whatever,https://t.co/IWxOURszVC,20 y/o
2020-05-29 14:12:58,Lootboy CUP Warmup drops donation prime,https://t.co/K2BAGGBAOD,Germany Mannheim
2020-05-29 14:12:54,Till now we are able to collect only INR K from the fundraiser Requesting you all to donate amp help us in this noble cause Contact for details for relief work Here is the link for donation plz donate amp share Thank you #EideeForBengal,https://t.co/MbVm36hLZJ,Ravishing_Zaara's Heart
2020-05-29 14:12:43,Share the Sunshine Please show your support for Hospice frontline workers by displaying a Sunflower in your window on June th amp th and by making a donation to support St Francis Hospice here,https://t.co/DzRjhDgq8s,"Dublin, Ireland"
2020-05-29 14:12:41,Please match my donation if you have the resources to,https://t.co/yr5UBwODv8,North Carolina
2020-05-29 14:12:38,dailyorange We ve got a special fundraiser too For a minimum donation you can get your very own art print of our beloved Ostrom commissioned from a Syracuse artist by Details,https://t.co/ELU01KvuF2,744 Ostrom Ave
2020-05-29 14:12:13,everyone please donate to the Minnesota Freedom Fund any donation big or small will be helpful #BlackLivesMater,https://t.co/dBbJjTec1C,Unknown
2020-05-29 14:11:56,Minutes until the start of our Chill Champs for Charity Stream There will be a special donation link for as I #play4GreatFutures! See you there,https://t.co/mIHGVua7py,"Portland, OR"
2020-05-29 14:11:55,If you guys could give my friend JT a little help either with a donation or even just a share it would be greatly,Not Available,Unknown
2020-05-29 14:11:53,I just contributed to the Louisville Community Bail Fund challenged by to match his donation,Not Available,"Louisville, KY"
2020-05-29 14:11:53,Any takers to match my donation,https://t.co/At7EdtWnOh,nova
2020-05-29 14:11:51,See a donation make a donation please donate even if only dollar We need to come together now more than ever,https://t.co/w4z0uvqMEQ,Unknown
2020-05-29 14:11:50,I just made a donation to the Louisville bail fund Can anyone match me and keep the chain going #JusticeforBreonnaTaylor,https://t.co/RfNm2yzZh1,too far south for comfort
2020-05-29 14:11:37,match my donation cut it in half multiply by two DONATE WHAT YOU CAN #MinnesotaFreedomFund,https://t.co/uOaE6qj3tv,human
2020-05-29 14:11:31,Thank you for sharing we just made a donation to if seeing this tweet please consider donating too,https://t.co/gQqBx7DZvS,"Queens, NY"
2020-05-29 14:11:31,I just contributed to the Louisville Community Bail Fund challenged by to match his donation matching mine Contribute here,https://t.co/RCoupHbaEi,Unknown
2020-05-29 14:11:26,Another day and another donation Please consider giving if you can,https://t.co/sw7HDq4Diq,"Washington, DC"
2020-05-29 14:11:18,Donation matched will donate more when I can,https://t.co/L8cAcQbXM9,whorenell university
2020-05-29 14:10:58,aristhotle Donation matched will donate more when I can,https://t.co/L8cAcQbXM9,Unknown
2020-05-29 14:10:52,If you guys could give my friend JT a little help either with a donation or even just a share it would be greatly appreciated I know times are rough right now but a little help goes a long way and I know he can use it right now Thanks guys,https://t.co/wnXIHoCwb9,Unknown
2020-05-29 14:10:37,Matched with my donation It s something I can do from home to try and make a difference I suggest you do the same if you can,https://t.co/77W6DG7HCO,Chicagowoodland
2020-05-29 14:10:35,EllisPrivate so posting a donation page make a difference you be this dense ffs,Not Available,UK
2020-05-29 14:10:10,Hi you think you can help me with a small donation please your help is important to me because I will change my life and I will stop suffering With your help literal I can buy a new life and my happiness the health is the most important True,https://t.co/v5sPXltFxk,Trujillo.Perú
2020-05-29 14:10:03,Please consider a donation to the GPFA USA Emergency Relief Fund to prevent the spread of #Coronavirus in #Liberia. We will put your gift to work immediately to support emergency health training and distribution of sanitation items Give today,https://t.co/0vCiRjBNgh,"New York, NY"
2020-05-29 14:09:42,It s another #5DollaryFirday! Can I count on you to make a donation to help the #COVID19 relief efforts at If so please donate via my #ExtraLife campaign here,https://t.co/1TR8pReY5V,"Indiana, USA"
2020-05-29 14:09:41,Please match my donation or donate what you can,https://t.co/DTxQNQYVBc,Unknown
2020-05-29 14:09:35,if you can consider matching my donation for the louisville community bail fund,https://t.co/NWDi3X3Yj9,cactus | 23 | leo | they/them
2020-05-29 14:09:28,I never really use paypal but I wanna make sure people feel safe when donating As soon as I receive a donation I will put,Not Available,Unknown
2020-05-29 14:09:25,Matched the donation of several friends to the #MinnesotaFreedomFund! Please consider matching my donation if you have the,Not Available,Unknown
2020-05-29 14:09:17,prisonculture Donations to both Minnesota Freedom Fund and Unicorn Riot are eligible to be matched by my matching program For anyone who does not have access to a similar program I am happy to donate on your behalf so your donation will effectively be doubled,Not Available,"Boston, MA"
2020-05-29 14:09:16,it doesnt take much time to sign this do it a donation or share is welcome too,https://t.co/vccJSDz7Fe,Unknown
2020-05-29 14:09:07,Apply if you need support if you can #akinrentrelieffund,https://t.co/dVKOBz51oj,Toronto
2020-05-29 14:09:05,Happy #payday! If you re looking for payday inspo a tiny lil donation to #InclusiveIndies will be a HUGE HELP for indie,Not Available,UK
2020-05-29 14:08:45,was added just because zayn posted the donation link The boys are doing everything right without being forced to do so by that is what raising awareness is all about,Not Available,Unknown
2020-05-29 14:08:44,Got paid today so gonna do what I did yesterday again if you want to donate to any of these funds but don t have the means DM me and I ll be happy to make a donation for you,https://t.co/R5C2NjzzR7,Unknown
2020-05-29 14:08:43,We are heartbroken to share the news of this incident that killed Fort Bend Deputy Constable Caleb Rule who is survived by his wife and kids Donations are now being accepted to The Survivor s Fund visit the link to donate,https://t.co/xIgXRGBxLG,"Houston, TX"
2020-05-29 14:07:58,casinodwarf Thank you Jason for coming in to donate during these challenging times We could not do what we do best save lives with out the support and dedication of donors like you A single blood donation makes a lifesaving difference to someone in need SK,Not Available,"Ottawa, ON, Canada"
2020-05-29 14:07:12,Matched If you can please match my donation or give what you can to and help the people been,Not Available,"Surrey, et al."
2020-05-29 14:06:49,The Kettle Creek Conservation Authority is the latest recipient of a donation from the Estate of Donna Vera Evans Bushell #sttont Full story on our website,https://t.co/1Tsa95zymc,St. Thomas Ontario
2020-05-29 14:06:41,I want to plan a donation stream to help raise money in support of the Minnesota Freedom Fund For anyone who has done this before please message me Thank you,Not Available,"Boston, MA"
2020-05-29 14:06:39,f you are able please help provide meals for those in need by donating directly to or you can visit,https:/,Unknown
2020-05-29 14:06:34,Pitched in Consider donation Only from the k threshold,https://t.co/3saE1wyQqz,Unknown
2020-05-29 14:06:30,Will and Cody s old band is donating digital sales to the MN freedom fund for the next week and matching the,Not Available,north of 49
2020-05-29 14:06:24,HI i dont have a paypal and i cant donate but if you send me proof of donation to the freedom fund or the george,Not Available,Unknown
2020-05-29 14:06:13,I m opening nonprofit sketch commissions All the money from these commissions will be donated to the minnesota freedom fund and I ll attach proof of it under this tweet once I finally make the donation DM me if you want to commission me Please rt to share,https://t.co/hsnsMEKvXe,art in pinned/moments
2020-05-29 14:05:59,liv But why doesn t he want to help Sure I m sure he did donate And no Harry tweeting about a donation link shouldnt matter and make more of Harries or d stans donate But it DOES and that s the point So why doesn t he want to help Why isn t he using his platform,Not Available,"Duisburg, Deutschland"
2020-05-29 14:05:52,I donated to Please consider matching my donation if you are able to If not please consider sharing their,Not Available,Unknown
2020-05-29 14:05:30,When you next need a card please consider this A donation from each sale goes to,bhttps://t.co/CWilsDUIhb,"Penistone, England"
2020-05-29 14:05:21,We re just a few days away from the end of #EveryMile for #EveryMind! Its not too late to support efforts to ensure another years of phone text and chat services Donate at,https://t.co/8j0KKqAffK,"Maryland, USA"
2020-05-29 14:05:03,donation matched please donate if you can or share their posts because they are doing important work to help save,Not Available,"Glasgow, Scotland"
